building_number,address_new,lat,lng,DWellTypeC,flr_area,HOUSE_ID2,DWellKomot,status,YISHUV_STA,STAT_2022,
702560529,מגדל ים 1,31.9053753,34.9948028,מגורים,1772.5,D3481,5,valid,12000224,224,
702560530,מגדל הלבנון 7,31.8954347,35.0085336,מגורים,3769,D4586,10,NA,12000112,112,
702560533,שמעון 82,31.887336,35.009363,מגורים,996.25,D7113,4,valid,12000311,311,
702560535,מגדל ים 9,31.9055825,34.9939618,מגורים,1557.5,D3232,5,valid,12000224,224,
702560537,מגדל הלבנון 9,31.8954903,35.0079158,מגורים,3820.5,D4584,10,NA,12000112,112,
702560544,מגדל ים 7,31.9055568,34.9940359,מגורים,1556.25,D32321,5,valid,12000224,224,
702560545,ישעיהו הנביא 32,31.914649,35.0010549,מגורים,1103,D2005,4,valid,12000214,214,
702560552,מגדל הלבנון 11,31.8954814,35.0077348,מגורים,3906.25,D4585,10,NA,12000112,112,
702560557,מגדל הלבנון 13,31.8937886,35.0078532,מגורים,3861,D4587,10,valid,12000112,112,
702560559,ישעיהו הנביא 43,31.9138044,35.0038643,מגורים,1409.25,D2439,4,valid,12000214,214,
702560561,מגדל ים 5,31.9055469,34.9941092,מגורים,1589.75,D32322,5,valid,12000224,224,
702560562,מגדל הלבנון 15,31.8937884,35.008143,מגורים,3796.75,D4589,10,valid,12000112,112,
702560565,מגדל ים 3,31.9054676,34.9944925,מגורים,1570.75,D3482,5,valid,12000224,224,
702560568,ישעיהו הנביא 53,31.9161133,35.0027262,מגורים,775.75,D2006,4,valid,12000214,214,
702560569,מגדל הלבנון 17,31.8937884,35.008143,מגורים,3791,D4590,10,valid,12000112,112,
702560578,ישעיהו הנביא 51,31.9137056,35.0018713,מגורים,1415,D2447,4,valid,12000214,214,
702560587,ישעיהו הנביא 49,31.9136723,35.0042249,מגורים,1243.25,D2445,4,valid,12000214,214,
702560590,מגדל ים 17,31.9065858,34.9951622,מגורים,1954.25,D3167,2,valid,12000224,224,
702560591,מגדל הלבנון 19,31.8937884,35.008143,מגורים,3823,D4591,10,valid,12000112,112,
702560598,ישעיהו הנביא 47,31.9136723,35.0042249,מגורים,1253.25,D2443,4,valid,12000214,214,
702560601,מגדל הלבנון 23,31.8948416,35.0068101,מגורים,3868.5,D4592,10,valid,12000112,112,
702560642,נחל זוהר 37,31.8949215,35.003429,מגורים,1088.5,D4378,5,valid,12000113,113,
702560647,נחל זוהר 39,31.8949215,35.003429,מגורים,1065,D4369,5,valid,12000113,113,
702560658,נחל זוהר 41,31.8926649,35.0093476,מגורים,1114,D4357,5,valid,12000113,113,
702560667,נחל זוהר 43,31.8929906,35.0064974,מגורים,1032.75,D4350,3,valid,12000113,113,
702560674,נחל זוהר 45,31.8936489,35.0054264,מגורים,887.25,D4339,3,valid,12000113,113,
702560685,נחל זוהר 47,31.8949215,35.003429,מגורים,1017,D4327,3,valid,12000113,113,
702560693,נחל זוהר 17,31.8949215,35.003429,מגורים,709.75,D4461,3,valid,12000113,113,
702560809,ישעיהו הנביא 45,31.9136723,35.0042249,מגורים,1481.25,D2441,4,valid,12000214,214,
702560813,ישעיהו הנביא 41,31.9146495,35.0019175,מגורים,1694.25,D2625,6,valid,12000214,214,
702560826,ישעיהו הנביא 39,31.9136723,35.0042249,מגורים,1665.25,D2628,6,valid,12000214,214,
702560831,מגדל ים 19,31.9065858,34.9951622,מגורים,983.75,D31832,2,valid,12000224,224,
702560836,ישעיהו הנביא 37,31.9136723,35.0042249,מגורים,1597.75,D2629,6,valid,12000214,214,
702560842,ישעיהו הנביא 35,31.9139978,35.0041468,מגורים,1422,D2632,6,valid,12000214,214,
702560856,מגדל ים 23,31.9067318,34.9939495,מגורים,987.75,D31701,2,valid,12000224,224,
702560864,מגדל ים 21,31.9067318,34.9939495,מגורים,975.5,D31691,2,valid,12000224,224,
702560870,ישעיהו הנביא 31,31.9135474,35.0019266,מגורים,2250.75,D2381,4,valid,12000214,214,
702560872,מגדל ים 35,31.9065858,34.9951622,מגורים,1005.75,D31711,2,valid,12000224,224,
702560888,ישעיהו הנביא 29,31.9136723,35.0042249,מגורים,2403,D2380,4,valid,12000214,214,
702560892,מגדל ים 37,31.9065858,34.9951622,מגורים,920.25,D31721,2,valid,12000224,224,
702560897,מגדל ים 39,31.9065858,34.9951622,מגורים,982,D32201,2,valid,12000224,224,
702560906,מגדל ים 45,31.9067318,34.9939495,מגורים,1045.5,D32271,2,valid,12000224,224,
702561011,נחל זוהר 19,31.8949215,35.003429,מגורים,825,D4451,3,valid,12000113,113,
702561020,נחל זוהר 21,31.8926868,35.0093429,מגורים,715,D4445,3,valid,12000113,113,
702561029,נחל זוהר 23,31.8928649,35.0067388,מגורים,655,D4438,3,valid,12000113,113,
702561039,נחל זוהר 25,31.8934262,35.0055975,מגורים,645.25,D4431,3,valid,12000113,113,
702561049,נחל זוהר 27,31.8949215,35.003429,מגורים,669,D4422,3,valid,12000113,113,
702561054,נחל זוהר 29,31.8949215,35.003429,מגורים,665,D4418,3,valid,12000113,113,
702561065,נחל זוהר 31,31.891793,35.0084775,מגורים,530.5,D4407,3,valid,12000113,113,
702561077,נחל זוהר 33,31.8929963,35.0060781,מגורים,454.25,D4403,3,valid,12000113,113,
702561083,נחל זוהר 35,31.8951804,35.0032373,מגורים,506.25,D4397,3,valid,12000113,113,
702561094,נחל זוהר 1,31.89252,35.0100325,מגורים,1135.75,D4424,4,valid,12000113,113,
702561103,נחל זוהר 3,31.892505,35.0097881,מגורים,1135.75,D4424,4,valid,12000113,113,
702561115,מגדל ים 6,31.9064781,34.9941193,מגורים,10649.75,D3174,20,valid,12000224,224,
702561124,מגדל ים 4,31.9063179,34.9941165,מגורים,10661.75,D3330,20,valid,12000224,224,
702561135,עמק זבולון 21,31.9057351,34.9994622,מגורים,1101.75,D3243,3,valid,12000223,223,
702561143,עמק זבולון 19,31.9087899,34.992635,מגורים,1147,D3003,3,valid,12000223,223,
702561150,עמק זבולון 17,31.9087664,34.9927812,מגורים,997,D3242,3,valid,12000223,223,
702561153,לבונה 25,31.9017765,35.0102217,מגורים,2016.5,D4939,3,valid,12000114,114,
702561162,לבונה 23,31.9007736,35.0096409,מגורים,2102.75,D4940,3,valid,12000114,114,
702561163,עמק זבולון 12,31.9038399,34.9996059,מגורים,1057.75,D32821,3,valid,12000222,222,
702561170,ישעיהו הנביא 18,31.9136723,35.0042249,מגורים,15293.75,D2431,22,valid,12000214,214,
702561173,עמק זבולון 10,31.9009365,35.0026861,מגורים,1106.5,D3011,3,valid,12000222,222,
702561179,עמק זבולון 39,31.9087899,34.992635,מגורים,1136.5,D32801,3,NA,12000223,223,
702561186,ישעיהו הנביא 22,31.9148881,35.0019992,מגורים,15339.25,D2430,22,valid,12000214,214,
702561190,עמק זבולון 37,31.9087899,34.992635,מגורים,1321,D3008,3,NA,12000223,223,
702561192,עמק זבולון 35,31.9081141,34.9959443,מגורים,1250.25,D3007,3,valid,12000223,223,
702561197,עמק זבולון 33,31.9056784,34.9985709,מגורים,1157.5,D3445,3,NA,12000223,223,
702561208,עמק זבולון 24,31.9068797,34.9978221,מגורים,2782.75,D3286,4,valid,12000222,222,
702561310,נחל זוהר 9,31.8921697,35.0091553,מגורים,1158.25,D4442,4,valid,12000113,113,
702561319,נחל זוהר 7,31.8923234,35.0093646,מגורים,1158.25,D4442,4,valid,12000113,113,
702561325,נחל זוהר 5,31.8924367,35.0095615,מגורים,1214.75,D4434,4,valid,12000113,113,
702561333,נחל זוהר 15,31.8942683,35.003905,מגורים,1178.5,D4465,4,valid,12000113,113,
702561340,נחל זוהר 13,31.8929321,35.006269,מגורים,1348.25,D4462,4,valid,12000113,113,
702561349,נחל זוהר 11,31.8920912,35.0088855,מגורים,1298.75,D4453,4,over_1_time,12000113,113,
702561360,נפתלי 1,31.8864329,35.0087356,מגורים,979.75,D6958,4,valid,12000311,311,
702561366,נפתלי 3,31.886434,35.0093572,מגורים,960.75,D6960,4,valid,12000311,311,
702561376,נפתלי 7,31.8864117,35.0084461,מגורים,893.75,D6950,4,valid,12000311,311,
702561385,נפתלי 5,31.88642,35.0089015,מגורים,991.5,D6951,4,valid,12000311,311,
702561403,נפתלי 23,31.8864329,35.0087356,מגורים,1179.5,D6928,4,valid,12000311,311,
702561520,עמק זבולון 26,31.9087647,34.9936713,מגורים,1561.5,D3325,3,valid,12000222,222,
702561531,עמק זבולון 28,31.9087647,34.9936713,מגורים,1594.75,D3214,3,valid,12000222,222,
702561532,לבונה 17,31.9020285,35.0101604,מגורים,1998.5,D4919,3,valid,12000114,114,
702561537,עמק זבולון 30,31.901223,35.0018894,מגורים,1568.5,D3013,3,valid,12000222,222,
702561540,לבונה 15,31.9020285,35.0101604,מגורים,2029,D4920,3,valid,12000114,114,
702561544,עמק זבולון 32,31.9040594,34.9994863,מגורים,1571.25,D3395,3,valid,12000222,222,
702561545,לבונה 13,31.9008644,35.0093676,מגורים,1825.25,D4921,3,valid,12000114,114,
702561551,עמק זבולון 34,31.9073135,34.9972367,מגורים,1672.25,D3014,3,valid,12000222,222,
702561553,לבונה 11,31.9001639,35.011561,מגורים,1674.25,D4922,3,valid,12000114,114,
702561558,עמק זבולון 36,31.9085315,34.9939331,מגורים,1602,D3216,3,valid,12000222,222,
702561559,לבונה 9,31.9001902,35.0119605,מגורים,1834.25,D4926,3,valid,12000114,114,
702561567,עמק זבולון 8,31.9051077,34.999873,מגורים,1137,D3209,3,valid,12000222,222,
702561568,לבונה 7,31.9002886,35.0123257,מגורים,1942.75,D4925,3,valid,12000114,114,
702561573,עמק זבולון 45,31.9087647,34.9936713,מגורים,1314.25,D32121,3,valid,12000223,223,
702561574,לבונה 5,31.9003996,35.0125785,מגורים,1887.5,D4924,3,valid,12000114,114,
702561584,עמק זבולון 43,31.9087886,34.9967987,מגורים,1237.5,D32122,3,valid,12000223,223,
702561585,לבונה 3,31.9006174,35.0133318,מגורים,1758.75,D4923,3,valid,12000114,114,
702561594,לבונה 38,31.9020285,35.0101604,מגורים,1079.25,D5183,3,NA,12000114,114,
702561596,עמק זבולון 41,31.9060325,34.9992715,מגורים,1363.5,D3404,3,valid,12000223,223,
702561602,לבונה 36,31.9020285,35.0101604,מגורים,1123,D5182,3,NA,12000114,114,
702561711,נפתלי 21,31.8864329,35.0087356,מגורים,1179.5,D6928,4,valid,12000311,311,
702561719,נפתלי 19,31.88643,35.0069961,מגורים,1261.25,D6930,4,valid,12000311,311,
702561726,נפתלי 17,31.88643,35.0069961,מגורים,1261.25,D6930,4,valid,12000311,311,
702561736,נפתלי 15,31.88643,35.0069961,מגורים,1277,D6935,4,valid,12000311,311,
702561743,נפתלי 13,31.88643,35.0069961,מגורים,1397,D6939,4,valid,12000311,311,
702561746,נחל זוהר 55,31.8950625,35.0033286,מגורים,776.75,D4167,3,valid,12000113,113,
702561749,נפתלי 11,31.8861417,35.0079023,מגורים,1397,D6939,4,valid,12000311,311,
702561761,נפתלי 9,31.8861402,35.0081055,מגורים,1013,D6938,4,valid,12000311,311,
702561762,נחל זוהר 66,31.8943292,35.0041487,מגורים,1138.75,D4272,4,valid,12000113,113,
702561769,נחל זוהר 34,31.8936886,35.0047096,מגורים,1092.25,D4390,3,valid,12000113,113,
702561774,נחל זוהר 40,31.8927947,35.0097745,מגורים,1073.5,D4380,3,valid,12000113,113,
702561783,נחל זוהר 46,31.8940956,35.0044199,מגורים,1026.75,D4366,3,valid,12000113,113,
702561793,נחל זוהר 52,31.8924787,35.007104,מגורים,1078.75,D4353,3,valid,12000113,113,
702561801,נחל זוהר 58,31.8949215,35.003429,מגורים,1046.75,D4343,3,valid,12000113,113,
702561913,לבונה 34,31.9014746,35.0096986,מגורים,1094.5,D5181,3,NA,12000114,114,
702561923,לבונה 32,31.9000765,35.0097718,מגורים,1074.25,D5180,3,valid,12000114,114,
702561948,עמק זבולון 38,31.9087899,34.992635,מגורים,2714.5,D3287,3,valid,12000222,222,
702561954,עמק זבולון 67,31.9087647,34.9936713,מגורים,1578,D3225,3,valid,12000224,224,
702561965,עמק זבולון 69,31.9087647,34.9936713,מגורים,1202.75,D3290,3,valid,12000224,224,
702561971,ראל יגאל ידין 41,31.890267,35.010397,מגורים,12221,D2338,12,NA,12000222,222,
702561972,עמק זבולון 65,31.9087647,34.9936713,מגורים,956,D3403,3,valid,12000224,224,
702561973,לבונה 2,31.9005425,35.01402,מגורים,1940,D4071,4,valid,12000114,114,
702561998,עמק זבולון 49,31.9087647,34.9936713,מגורים,1276.75,D3231,3,valid,12000223,223,
702562003,לבונה 26,31.9017765,35.0102217,מגורים,645.25,D4074,3,valid,12000114,114,
702562005,עמק זבולון 63,31.9089289,34.9963866,מגורים,1198.75,D32881,3,valid,12000223,223,
702562007,לבונה 24,31.9017765,35.0102217,מגורים,632,D4073,3,valid,12000114,114,
702562016,נחל זוהר 60,31.8927695,35.0096276,מגורים,1039,D4329,3,valid,12000113,113,
702562029,נחל זוהר 62,31.8924543,35.0075611,מגורים,1051.25,D4313,3,valid,12000113,113,
702562039,נחל זוהר 64,31.8932877,35.0058863,מגורים,1047.75,D4296,3,valid,12000113,113,
702562317,עמק זבולון 47,31.9087647,34.9936713,מגורים,1052,D32311,3,valid,12000223,223,
702562324,עמק זבולון 51,31.9026955,35.0002712,מגורים,1328.25,D3223,3,valid,12000223,223,
702562330,ראל יגאל ידין 51,31.890267,35.010397,מגורים,14317,D2342,16,NA,12000222,222,
702562333,עמק זבולון 53,31.9059228,34.9982813,מגורים,1226.75,D3017,3,valid,12000223,223,
702562341,עמק זבולון 55,31.908208,34.995591,מגורים,1321.25,D3016,3,valid,12000223,223,
702562352,אלמוגן 1,31.9019932,35.0126479,מגורים,1719.75,D5216,3,valid,12000114,114,
702562356,עמק זבולון 57,31.9087899,34.992635,מגורים,1323.5,D3018,3,valid,12000223,223,
702562360,עמק זבולון 59,31.9087899,34.992635,מגורים,1386.75,D3019,3,valid,12000223,223,
702562367,אלמוגן 14,31.9013102,35.0107553,מגורים,713.75,D5172,2,valid,12000114,114,
702562368,עמק זבולון 61,31.9061249,34.9991061,מגורים,1289,D3020,3,valid,12000223,223,
702562377,עמק זבולון 16,31.9085139,34.994299,מגורים,1124.5,D3203,3,valid,12000222,222,
702562380,ראל חיים לסקוב 23,31.9108079,34.9979225,מגורים,946,D2245,3,NA,12000222,222,
702562382,עמק זבולון 18,31.9087899,34.992635,מגורים,1123.75,D3204,3,valid,12000222,222,
702562388,אלמוגן 12,31.9017529,35.012166,מגורים,683.5,D5171,2,valid,12000114,114,
702562395,אלמוגן 19,31.9003532,35.011456,מגורים,1089.5,D5135,3,valid,12000114,114,
702562399,עמק זבולון 20,31.904232,35.0006615,מגורים,1109.5,D3210,3,valid,12000222,222,
702562403,ראל חיים לסקוב 12,31.9106538,34.998486,מגורים,1727.25,D2321,4,NA,12000221,221,
702562404,אלמוגן 21,31.9020043,35.0126809,מגורים,1107,D5140,3,valid,12000114,114,
702562405,עמק זבולון 22,31.9072073,34.9986418,מגורים,1117.5,D3285,3,valid,12000222,222,
702562452,נחל זוהר 20,31.8928059,35.0099055,מסחר,541.5,D10021,1,over_avg,12000113,113,
702562520,זכריה הנביא 6,31.9102948,35.0136666,מגורים,3150,D1179,6,valid,12000211,211,
702562528,זכריה הנביא 4,31.9110178,35.0130409,מגורים,3297,D1184,6,valid,12000211,211,
702562538,כיכר עמוס הנביא 20,31.9142451,35.0029383,מגורים,3256.25,D2374,4,valid,12000214,214,
702562550,כיכר עמוס הנביא 22,31.9145051,35.0022465,מגורים,3124.25,D2375,4,valid,12000214,214,
702562561,כיכר עמוס הנביא 18,31.9142451,35.0029383,מגורים,2336.75,D23741,4,valid,12000214,214,
702562572,כיכר עמוס הנביא 4,31.9142451,35.0029383,מגורים,2861.25,D2373,4,valid,12000214,214,
702562577,כיכר עמוס הנביא 6,31.915057,35.0029124,מגורים,2863,D2372,4,valid,12000214,214,
702562587,כיכר עמוס הנביא 8,31.9150085,35.002089,מגורים,3305,D23721,4,valid,12000214,214,
702562712,ראל חיים לסקוב 4,31.9123326,35.0005639,מגורים,670.5,D2029,4,NA,12000221,221,
702562714,עמק זבולון 14,31.906974,34.997496,מגורים,1185.75,D32811,3,valid,12000222,222,
702562715,אלמוגן 23,31.9009069,35.0103956,מגורים,1120.5,D5136,3,valid,12000114,114,
702562718,עמק זבולון 31,31.902347,35.0002958,מגורים,1257.75,D32791,3,valid,12000223,223,
702562722,אלמוגן 25,31.9002573,35.0109617,מגורים,1108.75,D5141,3,valid,12000114,114,
702562725,עמק זבולון 29,31.9087647,34.9936713,מגורים,1348.25,D3226,3,valid,12000223,223,
702562730,אלמוגן 35,31.9006872,35.0107187,מגורים,1126.5,D5137,3,valid,12000114,114,
702562734,עמק זבולון 27,31.9087647,34.9936713,מגורים,1502,D3206,3,NA,12000223,223,
702562737,אלמוגן 41,31.9020068,35.012431,מגורים,1115.75,D5139,3,valid,12000114,114,
702562741,עמק זבולון 25,31.9068797,34.9978221,מגורים,1231,D3205,3,valid,12000223,223,
702562743,ראל חיים לסקוב 7,31.9119923,34.9999419,מגורים,949.5,D2286,3,NA,12000221,221,
702562746,אלמוגן 47,31.9002573,35.0109617,מגורים,1124,D5138,3,valid,12000114,114,
702562749,עמק זבולון 23,31.9085767,34.9971596,מגורים,1188.75,D3278,3,NA,12000223,223,
702562756,עמק זבולון 9,31.9017679,35.0007498,מגורים,1083.5,D3163,3,valid,12000225,225,
702562757,אלמוגן 53,31.9014905,35.0110884,מגורים,1134,D5142,3,valid,12000114,114,
702562762,עמק זבולון 7,31.9015426,35.001022,מגורים,1073,D3335,3,valid,12000225,225,
702562764,ראל חיים לסקוב 5,31.9120334,35.0001826,מגורים,949.5,D2286,3,NA,12000221,221,
702562766,אלמוגן 18,31.9003532,35.011456,מגורים,1088,D5185,3,valid,12000114,114,
702562769,עמק זבולון 11,31.9020537,35.0004827,מגורים,1080,D3164,3,valid,12000225,225,
702562774,אלמוגן 16,31.900291,35.011385,מגורים,800.25,D5173,2,valid,12000114,114,
702562775,ראל חיים לסקוב 9,31.9118582,34.9996144,מגורים,867.25,D2284,3,NA,12000221,221,
702562776,עמק זבולון 13,31.9055304,34.998656,מגורים,1120.25,D3123,3,valid,12000225,225,
702562782,ראל חיים לסקוב 1,31.9123095,35.000752,מגורים,2496,D2312,3,NA,12000221,221,
702562784,אלמוגן 10,31.9031851,35.014023,מגורים,590.75,D5168,3,valid,12000114,114,
702562786,עמק זבולון 15,31.90788,34.99638,מגורים,1106.25,D3496,3,valid,12000225,225,
702562795,אלמוגן 8,31.9023233,35.0132908,מגורים,613.75,D5169,3,valid,12000114,114,
702562797,ראל חיים לסקוב 10,31.9123096,35.000752,מגורים,877,D2528,3,NA,12000221,221,
702562802,אלמוגן 6,31.9024329,35.0135554,מגורים,602,D5170,3,valid,12000114,114,
702563113,אלמוגן 4,31.9025816,35.0137191,מגורים,613.25,D5167,3,valid,12000114,114,
702563165,ראל חיים לסקוב 17,31.9101126,34.9980706,מגורים,966.5,D2197,3,NA,12000222,222,
702563175,ראל חיים לסקוב 19,31.9101126,34.9980706,מגורים,966.5,D2197,3,NA,12000222,222,
702563184,עמק זבולון 4,31.9036627,35.001954,NA,2991,D9599,0,over_avg,12000225,225,
702563188,ראל חיים לסקוב 21,31.9116364,34.9990793,מגורים,917.75,D2244,3,NA,12000222,222,
702563199,לוי 17,31.8883529,35.0091644,מגורים,1067.75,D6993,4,valid,12000311,311,
702563207,לוי 15,31.8883529,35.0091644,מגורים,963.75,D6992,4,valid,12000311,311,
702563235,שד מנחם בגין 26,31.8797633,35.0108861,מגורים,1243.5,D6385,4,NA,12000313,313,
702563276,שד מנחם בגין 24,31.8807016,35.0114395,מגורים,1151.75,D6384,4,NA,12000313,313,
702563512,חטיבת גולני 22,31.9110683,34.9999579,מגורים,1579,D2525,3,valid,12000221,221,
702563515,לוי 13,31.8883529,35.0091644,מגורים,1209,D6991,4,valid,12000311,311,
702563522,חטיבת גולני 15,31.9116228,34.9991675,מגורים,1052.25,D2432,4,valid,12000221,221,
702563528,לוי 11,31.887668,35.0095137,מגורים,1196.25,D6990,4,valid,12000311,311,
702563531,חטיבת גולני 18,31.9116228,34.9991675,מגורים,964,D2268,4,valid,12000221,221,
702563536,לוי 9,31.8874072,35.0095998,מגורים,1253.25,D6989,4,valid,12000311,311,
702563547,לוי 7,31.8871409,35.0098065,מגורים,1003,D6988,4,valid,12000311,311,
702563553,חטיבת גולני 26,31.9116698,34.9993408,מגורים,928.5,D2479,4,valid,12000221,221,
702563555,לוי 5,31.88685,35.0099617,מגורים,1135.5,D6987,4,valid,12000311,311,
702563562,חטיבת גולני 28,31.9116698,34.9993408,מגורים,867.25,D2284,3,valid,12000221,221,
702563565,לוי 3,31.886599,35.0099199,מגורים,1108.75,D6986,4,valid,12000311,311,
702563567,חטיבת גולני 4,31.9092648,35.002432,מגורים,1461.5,D2278,4,valid,12000221,221,
702563571,אלמוגן 36,31.9003532,35.011456,מגורים,611.75,D4072,3,valid,12000114,114,
702563575,חטיבת גולני 2,31.9090564,35.0027105,מגורים,1566.25,D2277,4,valid,12000221,221,
702563576,אלמוגן 38,31.9003532,35.011456,מגורים,821.5,D5118,3,valid,12000114,114,
702563585,אלמוגן 22,31.9017218,35.0112847,מגורים,1213.25,D5186,3,valid,12000114,114,
702563593,חטיבת גולני 29,31.9116698,34.9993408,מגורים,954,D2524,4,valid,12000221,221,
702563594,אלמוגן 32,31.9016295,35.0118361,מגורים,1120.5,D5189,3,valid,12000114,114,
702563595,שרה אמנו 86,31.8797595,35.0084609,מגורים,1344.75,D6154,5,valid,12000312,312,
702563601,חטיבת גולני 27,31.9116698,34.9993408,מגורים,997,D2468,4,valid,12000221,221,
702563604,אלמוגן 30,31.9029983,35.0141399,מגורים,1066.25,D5191,3,valid,12000114,114,
702563608,חטיבת גולני 25,31.9116698,34.9993408,מגורים,928.5,D2479,4,valid,12000221,221,
702563631,נחל ציפורי 21,31.8958582,35.0061197,מגורים,1203,D4197,4,valid,12000113,113,
702563637,נחל ציפורי 23,31.8958582,35.0061197,מגורים,1169.75,D4196,4,valid,12000113,113,
702563644,נחל ציפורי 19,31.8951152,35.0043633,מגורים,1296.5,D4198,4,valid,12000113,113,
702563653,שד מנחם בגין 21,31.881808,35.0130821,מסחר,8249.75,D6364,3,NA,12000313,313,
702563662,תמוז 10,31.9171086,35.0096741,מגורים,1393.25,D1365,3,valid,12000213,213,
702563670,תמוז 8,31.917185,35.009258,NA,1522.5,D1372,3,valid,12000213,213,
702563674,תמוז 6,31.917367,35.009054,מגורים,1519.5,D1444,3,valid,12000213,213,
702563683,תמוז 4,31.917535,35.008894,מגורים,1527.5,D1157,3,valid,12000213,213,
702563691,תמוז 4,31.917535,35.008894,מגורים,1527.5,D1157,3,valid,12000213,213,
702563762,אסתר המלכה 36,31.8835167,35.0119842,מגורים,1149.5,D6607,2,NA,12000312,312,
702563777,אסתר המלכה 34,31.8835407,35.010439,מגורים,1085.5,D6604,2,valid,12000312,312,
702563787,אסתר המלכה 32,31.8842455,35.0084357,מגורים,1100.25,D6606,2,valid,12000312,312,
702563798,אסתר המלכה 30,31.8849241,35.0088493,מגורים,1074.25,D6605,2,valid,12000312,312,
702563916,אלמוגן 28,31.9002573,35.0109617,מגורים,1068,D5190,3,valid,12000114,114,
702563919,חטיבת גולני 23,31.9116698,34.9993408,מגורים,919.25,D2480,4,valid,12000221,221,
702563926,חטיבת גולני 21,31.9099208,35.0014804,מגורים,931.25,D2478,4,valid,12000221,221,
702563930,אלמוגן 20,31.9031141,35.0140783,מגורים,1074.75,D5184,3,valid,12000114,114,
702563932,אלמוגן 26,31.9002573,35.0109617,מגורים,1091.5,D5187,3,valid,12000114,114,
702563937,חטיבת גולני 19,31.9116228,34.9991675,מגורים,1065.25,D2477,4,valid,12000221,221,
702563943,אלמוגן 24,31.9002573,35.0109617,מגורים,1178,D5188,3,valid,12000114,114,
702563948,חטיבת גולני 17,31.9116228,34.9991675,מגורים,790,D2476,4,valid,12000221,221,
702563956,חטיבת גולני 20,31.9090564,35.0027105,מגורים,1556.75,D2527,3,valid,12000221,221,
702563957,אלמוגן 2,31.9031141,35.0140783,מגורים,1438.75,D5166,4,valid,12000114,114,
702563967,חטיבת גולני 8,31.9095524,35.0017507,מגורים,889.75,D2018,4,valid,12000221,221,
702563976,חטיבת גולני 10,31.9088001,35.002575,מגורים,784,D2019,4,valid,12000221,221,
702563985,חטיבת גולני 12,31.9109677,34.9998761,מגורים,852,D2020,4,valid,12000221,221,
702563994,חטיבת גולני 14,31.9116228,34.9991675,מגורים,1300.25,D2017,4,valid,12000221,221,
702564026,תמוז 11,31.917255,35.010586,מגורים,1094.75,D1439,3,NA,12000213,213,
702564038,תמוז 13,31.9170948,35.0108102,מגורים,1138.75,D1445,3,NA,12000213,213,
702564048,תמוז 15,31.9170948,35.0108102,מגורים,1122.5,D1143,3,NA,12000213,213,
702564062,תמוז 17,31.9170948,35.0108102,מגורים,918.5,D1142,3,NA,12000213,213,
702564069,תמוז 3,31.9172069,35.0097657,מגורים,1189.75,D1145,3,valid,12000213,213,
702564078,תמוז 5,31.91716,35.009902,מגורים,1310.5,D1146,3,valid,12000213,213,
702564087,תמוז 7,31.917107,35.010135,מגורים,1321,D1144,3,valid,12000213,213,
702564094,תמוז 9,31.917121,35.010329,מגורים,1226.5,D1216,3,NA,12000213,213,
702564104,תמוז 16,31.9170948,35.0108102,מגורים,1563.75,D1401,5,NA,12000213,213,
702564318,חטיבת גולני 1,31.9088001,35.002575,מגורים,908.5,D2401,4,NA,12000221,221,
702564328,חטיבת גולני 3,31.9089305,35.0024239,מגורים,974.75,D2402,4,valid,12000221,221,
702564337,חטיבת גולני 5,31.9090071,35.0022833,מגורים,895.25,D2403,4,valid,12000221,221,
702564348,חטיבת גולני 7,31.9091323,35.0021423,מגורים,893.75,D2404,4,valid,12000221,221,
702564408,ציפורנית 5,31.9064546,35.0153028,מגורים,1217,D4046,3,valid,12000123,123,
702564411,תמוז 18,31.9170948,35.0108102,מגורים,1542.75,D1446,5,valid,12000213,213,
702564427,תמוז 20,31.917743,35.008757,מגורים,1444.5,D1256,5,valid,12000213,213,
702564444,תמוז 6,31.917367,35.009054,מגורים,1519.5,D1444,3,valid,12000213,213,
702564453,תמוז 8,31.917185,35.009258,NA,1522.5,D1372,3,valid,12000213,213,
702564465,תמוז 10,31.9171086,35.0096741,מגורים,1393.25,D1365,3,valid,12000213,213,
702564473,שבט 27,31.9145922,35.0128344,מגורים,884.25,D1116,3,valid,12000211,211,
702564482,שבט 29,31.9145922,35.0128344,מגורים,876.25,D1419,3,valid,12000211,211,
702564499,שבט 23,31.9139959,35.0114415,מגורים,1162.25,D1237,3,valid,12000211,211,
702564507,שבט 21,31.9129479,35.0123299,מגורים,1057.25,D1235,3,valid,12000211,211,
702564713,שבט 17,31.9147026,35.0124992,מגורים,1063,D1241,3,valid,12000211,211,
702564724,שבט 15,31.9147026,35.0124992,מגורים,1027.5,D1240,3,valid,12000211,211,
702564818,ציפורנית 7,31.9062996,35.0150157,מגורים,1262.25,D4048,3,valid,12000123,123,
702564827,ציפורנית 9,31.9062607,35.0147759,מגורים,1288.75,D4054,3,valid,12000123,123,
702564836,ציפורנית 11,31.9059431,35.0144945,מגורים,1256.25,D4057,3,valid,12000123,123,
702564843,ציפורנית 12,31.9055437,35.0142446,מגורים,1241,D4058,4,valid,12000123,123,
702564851,חטיבת גולני 9,31.9094005,35.0017566,מסחר,2752.25,D10008,3,over_avg,12000221,221,
702564852,ציפורנית 14,31.9055437,35.0142446,מגורים,1043,D4063,4,valid,12000123,123,
702564861,ציפורנית 6,31.9068077,35.015345,מגורים,1444.25,D4042,4,valid,12000123,123,
